Tagline,Rate,Rating,Level,Number_of_jobs,Category,Skills
Expert Content Manager and Writer,$18,0,2,0,Writing & Translation,"Adobe Photoshop, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, Microsoft Outlook, English Grammar, Academic Writing, Project Management, Report Writing"
I am a Software Engineer,$11,0,1,0,IT & Programming,"PHP, MySQL Programming, C++, Javascript, CodeIgniter, WordPress, Data Entry, HTML, CSS3, Copywriting"
,$5,0,1,0,Finance & Management,AccountMate
,,0,1,0,IT & Programming,"Search Engine Optimization (SEO), Content Writing, WordPress"
Specialized in video streaming CMS (Android+web),$8,0,2,0,IT & Programming,"CodeIgniter, Android, php, cakephp, html, css, smarty, wordpress, sql, cms"
PHP Developer,$16,0,1,0,IT & Programming,"PHP5, WordPress, HTML5, CSS, HTML, jQuery, C, C++, CSS3, CakePHP"
,,60,1,0,Design & Multimedia,"Logo making, engineering, english nepali translation, photography, online writting"
Web Application Expert,$34,0,1,0,IT & Programming,"AJAX, Joomla!, Java, JSON, jQuery, Javascript, MySQL Administration, PHP5, Search Engine Optimization (SEO), HTML5"
,$11,0,1,0,Finance & Management,"can type fast and accurately, data entry, handle Microsoft office"
,$10,0,1,0,IT & Programming,"Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Computer Skills, WordPress, Content Writing, Android, TechniCal Writing, Project Planning, Project Scheduling"
,$219,0,1,0,Finance & Management,"Report Writing, Project Management, Writing and Editing, Reading, Computer Office, Academic Writing, Article Rewriting, Article Writing, Business Writing, Copywriting"
php programmer,$27,0,1,0,IT & Programming,"HTML5, HTML, PHP5, CSS, Microsoft Excel, Microsoft Word, Computer Skills, Microsoft PowerPoint"
,,0,1,0,IT & Programming,Wikipedia
,$22,0,1,0,Design & Multimedia,"Adobe Photoshop, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Computer Skills"
UI/UX Designer,$11,0,2,0,IT & Programming,"CSS, CSS3, GitHub, HTML, HTML5, Javascript, LESS, Menu Design, PSD to MailChimp, PSD to Wordpress"
Websites you will be proud of,$16,0,1,0,IT & Programming,"HTML5, CSS, CSS3, Jquery, Javascript, Logo design, Promotional Banner design, Responsive Web Design, XHTML"
"Html,css,jquery, theming",$11,0,1,0,IT & Programming,"HTML, CSS, HTML5, photoshop, magento, jquery, responsive, wordpres"
,,0,1,0,Writing & Translation,"Microsoft Word, Microsoft PowerPoint, Creative Writing, Business Writing, Academic Writing, Web Services, Resume Writing, Speech Writing, Fiction Writing, IBM WebSphere"
,,48,1,0,IT & Programming,"Windows Phone 7, Windows Phone 8, Windows 8.1 Apps, Windows 8 Apps, Windows Forms Applications, Apps"
Joomla Developer,,48,1,0,IT & Programming,"Joomla!, CSS, Web Design"
"PHP, Magento, Joomla, Wordpress, CI, Zend, Jquery",$11,0,1,0,IT & Programming,"Magento, MySQL Administration"
,$5,0,1,0,IT & Programming,"Adobe Photoshop, Network Administration, Networking & Security, Network Design, Network Analysis, Network Monitoring, Email, Facebook Marketing, Computer Skills, Computer Networking"
copy writter,$4,0,1,0,Admin Support,"Microsoft Excel, Microsoft Word, Computer Skills, Copywriting"
Creative writting skills,$9,0,1,0,Writing & Translation,"Article Writing, Letter Writing, Translation English Japanese, Video Editing, Microsoft Excel, Microsoft Word, Song writing"
Full Stack Developer,$55,0,1,0,IT & Programming,"PHP, AJAX, CSS, eCommerce Consulting, Javascript, Google Maps API, HTML5, HTML, jQuery, JSON"
Web Developer,$10,0,1,0,IT & Programming,"PHP, CSS, HTML, mysql, javascript/jquery, photoshop, Dreamweaver"
"typing, experience in logo design",$3,0,1,0,Writing & Translation,typing jobs
Html 5 designer,$11,48,1,0,Finance & Management,"Microsoft Excel, Typing, HTML 5"
"microsoft word, data entry and analysis",,0,1,0,Admin Support,"Microsoft Word, Data Interpretation, Data Entry"
Expert PHP Developer,$19,0,1,0,IT & Programming,
,$27,0,1,0,Admin Support,"Tally .ERP, air ticketing, junior accounting, powerpoint, excel.net working, data transfering, scanning, printing, typing fast.knowledge of customer service."
Wordpress and PHP Developer,$9,0,1,0,IT & Programming,"jQuery, PHP, Java, html and Html5, css3, Javascript, wordpress"
WordPress | PHP | Laravel | HTML5 | CSS3,$11,36,5,11,IT & Programming,"PHP5, WordPress, CSS, MySQL Administration, jQuery, HTML, PHP, AJAX, Facebook Marketing, PSD to Wordpress"
"PHP Developer, Web Desiginer, Computer Enginner",$22,0,1,0,IT & Programming,"PHP5, HTML5, MySQL Administration, CSS, Javascript, HTML, AJAX, Web Design, Adobe Photoshop, Technical Writing"
WordPress Expert,$5,60,2,0,IT & Programming,"WordPress, PHP5, HTML5, CSS, jQuery, Search Engine Optimization (SEO)"
,,0,1,0,Writing & Translation,"Content Writing, Logo Design, Microsoft Word, Creative Writing, Adobe Dreamweaver, Windows XP Administration, Report Writing, Web Design, Academic Writing, Microsoft PowerPoint"
,$3,0,1,0,Admin Support,"Facebook Marketing, English, Editing, Microsoft Word, Resume Writing, Social Media Marketing, Computer Skills, General Office Skills, Knowledge of Microsoft Office"
Designer,$22,36,1,0,Design & Multimedia,Graphic Designing
"PHP5, Java, Wordpress, Software Company",,48,1,0,IT & Programming,"Web Design, HTML5, PHP5, WordPress, Javascript, Joomla!, CSS, HTML, MySQL Administration, AJAX"
Software Engineer,$11,0,1,0,IT & Programming,"jquery, php, mysql, htnl5, css3, C++, CSS, Eclipse, HTML, IT Management"
,$4,0,1,0,IT & Programming,"HTML5, WordPress, CSS, HTML, CSS3, php"
"Experienced in Excel, Word, PowerPoint, Publisher",$6,0,1,0,Admin Support,"Content Writing, Business Writing, Resume Writing, Report Writing, Microsoft Word, English, Online Writing, Creative Writing, Technical Writing"
,$10,0,1,0,IT & Programming,"c and c++ programmer, java programmer"
"Founder, CEO-Ceemol Technologies",$11,0,1,0,IT & Programming,"C#, Javascript, jQuery, WordPress, Joomla!, CSS, CSS3, PHP, PHP5, CodeIgniter"
Expert PHP Developer,$11,0,1,0,IT & Programming,"PHP5, WordPress, jQuery, AJAX, zend-framework, codeignitor, Joomla!, NetBeans, PayPal Development, PHP"
"graphic designer, photograper",$8,0,1,0,Design & Multimedia,"Adobe Photoshop, Adobe Illustrator, Adobe Photoshop Lightroom, Photography, Computer Skills, Typing, Microsoft Word, Microsoft Excel, Microsoft PowerPoint"
,,0,1,0,Admin Support,"Nepali, Open Minded, Dutch, Cultural Awareness, English, French, Translation, Administration, SEO"
,$9,0,1,0,Sales & Marketing,can deal with my clients efficiently.
Wordpress Developer,$5,0,1,0,IT & Programming,"Wordpress, PHP, CSS, HTML, jQuery"
Beauty and health,$23,0,1,0,Sales & Marketing,Homemade remedies for beautiful hair and face.
,,0,1,0,IT & Programming,"HTML, jQuery, AJAX, Javascript, PHP, XML, CSS/3"
I love my job,,0,1,0,Design & Multimedia,"Adobe Photoshop, English, Call Center Skills, Data Entry, Email, Email Handling, Internet Research, Microsoft Office, Technical Support, Video Upload"
Android Apps Developer,$27,0,1,0,IT & Programming,"Android, Adobe Photoshop, HTML5, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, PHP5, C++, Java, Microsoft Visual Studio"
,$22,60,1,0,IT & Programming,"Android, Android SDK, HTML, HTML5, JDBC, JDBC Programming, JSON, JSP, Java, Java EE"
,$22,48,1,0,Design & Multimedia,"Adobe Freehand, Adobe Illustrator, Adobe Photoshop CS6, Banner Ad Design, Banner Ads, Book Cover Design, Brochure Design, Business Card Design, Concept Design, Cover Design"
,$7,0,1,0,Admin Support,"Adobe Photoshop, Content Writing, Online Writing, Computer Skills, Data Entry, photoshop"
Web Designer,$5,0,1,0,Design & Multimedia,"web designing, Graphic Designing, Video Editing, Music Composer"
"Speed Optimization, WordPress, HTML/CSS, SEO, PPC",$9,60,4,1,IT & Programming,"WordPress, Search Engine Optimization (SEO), Google Webmaster Central, Adobe Photoshop, Adobe Dreamweaver, Google AdSense, Google Analytics, Internet Marketing, HTML, CSS"
Best on writing work,$9,0,1,0,Writing & Translation,"Creative Writing, Article Writing, Copywriting, Data Entry"
WordPress Expert,$22,0,1,0,IT & Programming,"PHP5, HTML5, jQuery, MySQL Administration, AJAX, Search Engine Optimization (SEO), eCommerce Consulting"
,,0,1,0,Admin Support,"Computer Skills, Helpdesk, Knowledge of Microsoft Office"
Graphic Designer,$18,0,1,0,Design & Multimedia,"Illustration, expertise in photoshop, freehand, adobe suite, Adobe After Effects, Adobe Dreamweaver, Adobe Freehand, Adobe Illustrator, Adobe InDesign, Adobe Photoshop"
nothing is impossible,,0,1,0,IT & Programming,"CSS, CSS3, CakePHP, DOS, HTML, HTML5, IT Management, MySQL Administration, MySQL Programming, PHP"
,$5,0,1,0,Design & Multimedia,"WordPress, Adobe Photoshop, Microsoft Excel, Microsoft Word, Computer Skills, Microsoft PowerPoint, java, javafx, hibernate, PHP"
WordPress Expert,$10,0,1,0,Design & Multimedia,"WordPress, Web Design, HTML, HTML5, PHP, PHP5, MySQL Administration, MySQL Programming, CSS, PSD to HTML and WordPress"
,$3,0,1,0,Writing & Translation,"Article writing, Web programming, transcription, Data entry, search engine optimization, Technical writing"
I can get things done in computer.,$11,0,1,0,IT & Programming,"C#, C, C++, Computer vision, Ruby on Rails, Java, Javascript, Software Testing, HTML5, WordPress"
,,0,1,0,Writing & Translation,
,,0,1,0,Admin Support,Data Entry
Java Programmer,$5,0,1,0,IT & Programming,"Java, HTML, Microsoft Word, Microsoft SQL Server Programming, Data Entry"
"PHP Expert, Drupal Developer, Javascript jQuery",$20,60,11,28,IT & Programming,"PHP, Drupal, MySQL Administration, WordPress, HTML, Search Engine Optimization (SEO), jQuery, HTML5, PayPal Development, Javascript, eCommerce Consulting, PHP5, OpenCart, AJAX, API Development"
"Video,Motion Graphics,Animation,After Effects,3D",$15,0,1,0,Design & Multimedia,"Video Production, Adobe After Effects, Adobe Photoshop, Video editing"
,$16,0,1,0,IT & Programming,"Social Media Marketing, SEO, Website Development, Photoshop, HTML, HTML5, PHP, website design"
,,0,1,0,Engineering & Manufacturing,"Microsoft Excel, Electrical Design and estimations, microsoft project, Energy auditing"
Art Director | Graphic Designer,$22,0,2,0,Design & Multimedia,"Adobe Photoshop, CorelDraw, Adobe Fireworks, Adobe Illustrator, Adobe InDesign, Graphic Design"
Expert Front End Developer,$14,48,1,0,IT & Programming,"PHP, Laravel Framework, HTML, XHTML, PSD to HTML, PSD to XHTML, PSD to Wordpress, HTML5, CSS3, CSS"
"Expert in signal processing, MIMO,WirelessSensorNW",,0,1,0,IT & Programming,"MATLAB, OpNET, MIMO communication, Wireless sensor network, Cognitive radio"
,$13,0,1,0,IT & Programming,"ASP.NET, AJAX, Java, CodeIgniter, WordPress, Joomla!, Laravel, PHP, Spring, Hibernate"
,$9,0,1,0,IT & Programming,"C#, ASP.NET MVC, Project Management, Microsoft SQL Server Programming"
Program Officer and a Research Coordinator,$5,0,1,0,Writing & Translation,Report Writing
,,0,1,0,Writing & Translation,"Android, Article Writing, Telecommunications Engineering, ANSI C, Algorithm Development, Adobe PDF, Article Rewriting, Blog Commenting, Copywriting, English Grammar"
PSD to HTML/CSS,$8,48,1,0,IT & Programming,"HTML, CSS, Adobe Photoshop CS6, Adobe Illustrator, Microsoft Excel, Twitter Bootstrap"
Level 2 Technician with 6 years SEO experience,$16,0,1,0,Sales & Marketing,"Search Engine Optimization (SEO), Social Media Optimization (SMO), Bulk Marketing, Social Media Marketing, Social bookmarking, Adobe Photoshop, Microsoft Excel, Content Writing, English, Computer Skills"
Nepal based value driven web services company.,,0,1,0,IT & Programming,"PHP, PHP5, CSS"
,$55,48,1,0,Design & Multimedia,"HTML5, MySQL Administration, HTML, PHP5, CSS, Microsoft Excel, Adobe Photoshop, WordPress, artist"
"Extensive PHP, Ajax Knowkledge",$22,0,2,0,IT & Programming,"cakePHP, codeIgniter, Zend, mySQL, Ext Js, FB API, Linkedin API, jQuery, Javascript, AJAX"
ONLINE ADVERTISING,$11,0,1,0,Sales & Marketing,Amazon EC2
"data entry, data moning, data scraping, pdf conv.",$3,0,1,0,Admin Support,"Microsoft Excel, Computer Skills, Microsoft Word, Microsoft PowerPoint, Data Entry, Data Sheet Writing, Email, Email Handling, Fax, Filing"
Experienced iPhone/iPad (iOS) App Developer,$33,24,7,5,Design & Multimedia,"WordPress, Adobe Photoshop, iOS 6, Android"
Web Developer,,0,1,0,Design & Multimedia,"PHP5, WordPress, Adobe Photoshop, HTML5, Search Engine Optimization (SEO), Content Writing, Microsoft Excel, Adobe Illustrator, Adobe InDesign, Adobe Dreamweaver"
,$3,0,1,0,Sales & Marketing,Search Engine Optimization (SEO)
EXPERT IN WEBSITE MAKING AND WRITING ARTICLES,$16,0,1,0,Writing & Translation,"expert in writing articles, expert in developing website, expert in making social networking site, expert in making blogs, expert in making pc virus, expert in making designs, WordPress"
,$11,0,1,0,IT & Programming,"HTML, E-Learning, Google Analytics, Web Development, E-commerce, PHP, Web Design, Search Engine Marketing (SEM), eCommerce Consulting, Content Writing"
,$44,0,1,0,Writing & Translation,Good translator and presenter
"Expert in Wordpress, PHP5, Bootstrap, PSD to HTML",$14,0,1,0,IT & Programming,"CSS, CodeIgniter, Database Programming, eCommerce Consulting, Joomla!, Linux System Administration, MongoDB, MySQL Administration, MySQL Programming, NoSQL"
"I am a freelancer Computer Techinician, Data Entry",$5,0,1,0,IT & Programming,"Facebook Marketing, Network Administration, Microsoft Windows Server, PHP, PHP5, TCP/IP, Adobe Photoshop, Call Center Skills, Computer Skills, Constant Contact"
,$9,0,1,0,Design & Multimedia,"AJAX, CSS, CSS3, DHTML, Desktop Support, Forum Development, HTML, HTML5, Javascript, Joomla!"
,$22,0,1,0,IT & Programming,"MySQL Programming, MySQL Administration, System Analysis, WordPress, Adobe Photoshop, PHP5, HTML5, Android, iPhone App Development, Microsoft Excel"
,,0,1,0,Design & Multimedia,"OpenCart, Adobe Premiere, Photography, Video Editing, Blogs, Windows 7 Administration, Windows XP Administration, Blog Writing, Adobe After Effects, Adobe Illustrator"
,,0,1,0,Writing & Translation,"good and creative writing skill., i write poem essay and almost anything in English laguage, good communiction skills and i've also done job in call center, sincerity and dedication, hard working"
,,0,1,0,Writing & Translation,"Microsoft Word, Microsoft Excel, Computer Skills, Adobe Photoshop, Content Writing, Report Writing, Creative Writing, English, microsoft powerpoint, blogspot"
Expert & Creative Graphic Designer and 3d Modeller,,0,1,0,Design & Multimedia,"Adobe Photoshop, Adobe Illustrator, CSS, HTML, 3D Modeling, Banner Ads, Business Card Design, Cover Design, Digital Painting, Graphic Design"
,$8,0,2,0,IT & Programming,"PHP, MySql, Ajax, IOS, Andorid, HTML5"
,$11,0,1,0,Writing & Translation,"Computer Graphics, Digital Electronics, Content Writing, Report Writing, Creative Writing"
PHP developer,$38,0,1,0,IT & Programming,"Java, Microsoft Excel, Microsoft PowerPoint, Adobe Photoshop, php, c programming, DOT NET, SQL, FAST TYPING"
Content Writer,,0,1,0,Writing & Translation,"Academic Writing, Article Rewriting, Article Writing, Blog Writing, Recipe Writing, Script Writing"
"Investment Analyst, Researcher",$11,0,1,0,Finance & Management,"Research Tools, Knowledge Management, Report Writing"
,$12,0,1,0,Design & Multimedia,"Adobe Photoshop, Adobe Illustrator, Adobe InDesign, Web Design, HTML, HTML5, PHP5, WordPress, CSS, Joomla!"
#No1 YouTube Views Provider / YouTube Promoter,$20,0,1,0,Sales & Marketing,"Social Media Marketing, Internet Marketing, Facebook Marketing, Google+ Marketing, English, Computer Skills, Twitter Marketing, Marketing Strategy, Social Media Optimization (SMO), Search Engine Optimization (SEO)"
Front-end UI-UX Designer and Developer,$12,0,2,0,IT & Programming,"XHTML, HTML, Adobe Photoshop, html/css, 960.gs, .less conversion, CSS, CSS3, Adobe Dreamweaver, Adobe Dreamweaver CS5"
java swift css html android javascript,$22,0,1,0,IT & Programming,"iPhone App Development, Android, Java, MySQL Administration, WordPress, Adobe Photoshop, HTML5, CSS, HTML, jQuery"
"Expert PHP, Joomla, WordPress, Drupal, CodeIgniter",$16,0,1,0,IT & Programming,"WordPress, .NET Framework, .NET for Web, ActiveX Data Objects (ADO), ADO.NET, AJAX, API Development, ASP.NET, ASP.NET MVC, Active Directory"
,$5,0,1,0,Design & Multimedia,"Article Writing, Microsoft Word, Content Writing, Adobe Photoshop, microsoft powepo"
Expert creative writer,$3,0,1,0,Writing & Translation,"Content Writing, Creative content writer . have wrote for many  blogs and website"
Web Developer,$14,0,1,0,IT & Programming,"Joomla!, PHP5"
,,0,1,0,IT & Programming,"Microsoft Excel, Microsoft PowerPoint, Microsoft Word, Computer Skills, WordPress, Content Writing, Online Writing, Report Writing, English, Creative Writing"
